Var1,Var2
2017-10-16,"16:52:49.383,0.7970068,0.9771192,-0.25992003,0.90429866,0.39579403,0.46098244,-0.39323932,0.52971125,1.4159167,0.6261301,-0.15433183,1.3258611,0.25153458,0.5697602,-0.41008928,0.31420517,-0.2169661,0.16112891,-0.66863334,-0.21141624,792.5641,820.3663,852.1978,679.7436,684.9817,-0.08612060546875,0.11578369140625,0.98114013671875,0.55328369140625,2.40753173828125,2.28790283203125,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:49.887,1.0567617,0.9514859,-0.06564655,1.1220254,0.42681864,0.44597068,-0.37768948,0.4781603,1.4006101,0.61417913,-0.19896856,1.3116555,0.33104393,0.5478946,-0.33822557,0.38217232,0.042438276,0.2125516,-0.72343886,-0.047307394,877.5824,846.1539,854.21246,892.0879,1050.4396,-0.0911865234375,0.11480712890625,0.98046875,0.07476806640625,2.79632568359375,2.041168212890625,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:50.392,1.2105263,1.1509825,-0.07363056,1.0924269,0.6009071,0.2930609,-0.34706128,0.26136643,1.3641217,0.54883033,-0.14831415,1.169121,0.3939466,0.40119237,-0.3622422,0.31515,0.09496924,0.006577635,-0.7448333,0.030088779,940.4396,908.60803,848.97437,1012.96704,1116.9231,-0.08154296875,0.11260986328125,0.9815673828125,0.35888671875,3.072967529296875,2.310333251953125,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:50.924,1.1901525,1.4034141,-0.224378,1.0862064,0.6514396,0.3648148,-0.46660697,0.24737081,1.3641217,0.6025302,-0.15847006,1.1811435,0.40198517,0.42404154,-0.3475162,0.37537083,0.08348478,-0.047120586,-0.74741644,0.08768629,856.63007,856.63007,844.94507,844.1392,767.98535,-0.0888671875,0.11322021484375,0.984130859375,0.657958984375,2.071075439453125,2.691650390625,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:51.429,1.0145115,1.402497,-0.1926657,0.23201491,0.6529208,0.5831866,-0.48692828,0.52469945,1.340313,0.72286654,-0.15666163,1.0754112,0.35463306,0.4092625,-0.39429072,0.27756068,-0.0874071,0.024760712,-0.69025093,-0.10809836,761.13556,811.50183,855.82416,651.9414,539.12085,-0.0860595703125,0.11566162109375,0.98480224609375,0.396270751953125,1.921539306640625,2.1832275390625,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:51.945,0.54887056,1.3489705,-0.03081297,0.69730926,0.5383092,0.6070142,-0.27185297,0.62024105,1.3300098,0.8468482,-0.25400236,1.167982,0.47107646,0.451357,-0.3832109,0.3654049,-0.15335834,0.07111616,-0.66451675,0.0060160514,774.83514,833.2601,853.00366,701.0989,800.2198,-0.0985107421875,0.10504150390625,0.97955322265625,-1.143951416015625,3.289794921875,2.55706787109375,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:52.462,0.85493094,1.3369849,0.081687324,0.9017928,0.4354418,0.8397456,-0.20144925,0.6196911,1.3888893,0.8468482,-0.2604106,1.2724737,0.5380956,0.47105202,-0.37397236,0.40804762,-0.08229103,0.10285671,-0.6075577,0.06874561,909.011,880.40295,846.55676,954.94507,1133.0403,-0.0960693359375,0.11431884765625,0.9794921875,0.381317138671875,2.13836669921875,2.265472412109375,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:52.994,1.0104532,1.3180853,0.050172534,1.0142761,0.4429355,0.7565756,-0.18591692,0.5359212,1.3946664,0.7939544,-0.20128885,1.3281208,0.54104733,0.48649856,-0.3506797,0.4095766,0.0038278985,0.009316524,-0.6149276,0.12254913,950.10986,905.38464,848.5714,1009.34064,1047.619,-0.0977783203125,0.11114501953125,0.982177734375,0.16448974609375,2.16827392578125,2.3626708984375,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:53.508,1.0935364,1.4058383,0.10181389,0.99280554,0.4656823,0.82138634,-0.34088716,0.4333149,1.3935497,0.63849837,-0.0062259235,1.3467145,0.47305125,0.46870258,-0.35345072,0.3303502,0.041508988,-0.014014286,-0.5812004,0.09587521,845.34796,849.7802,850.989,795.38464,680.14655,-0.091552734375,0.11279296875,0.98260498046875,0.73272705078125,2.4822998046875,1.996307373046875,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:54.036,1.1396307,1.4773312,0.34333444,0.9474324,0.65674835,0.604225,-0.18475741,0.4684225,1.3131297,0.47004128,0.020137647,1.1116143,0.48726898,0.4926321,-0.2853286,0.2521818,0.18922044,0.08530699,-0.56249374,0.07648767,770.40295,819.15753,852.1978,649.5238,572.1612,-0.093505859375,0.1104736328125,0.9791259765625,0.381317138671875,2.041168212890625,2.340240478515625,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:54.552,1.0747313,1.4420035,0.35517827,0.79922277,0.6276096,0.66109574,-0.16496636,0.46281096,1.292908,0.48830062,0.029558573,1.1236802,0.5481362,0.5874384,-0.231877,0.20515542,0.23129342,0.11915198,-0.51785356,0.3392358,778.0586,835.2747,848.97437,703.1135,577.8022,-0.09320068359375,0.11090087890625,0.99066162109375,0.76263427734375,2.093505859375,2.699127197265625,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:55.068,0.9849921,1.3460108,0.24272352,0.8173148,0.64582086,0.49626413,-0.15431759,0.65157324,1.2988513,0.698941,-0.03587578,1.0774443,0.51535064,0.56415695,-0.23151505,0.33235633,0.2454098,0.038272712,-0.44978428,0.3420705,767.98535,839.304,855.42126,664.0293,668.86444,-0.0889892578125,0.1119384765625,0.97967529296875,0.291595458984375,2.743988037109375,2.400054931640625,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:55.586,0.84685206,1.1547117,0.060288865,0.8558763,0.6931891,0.56141245,-0.099783644,0.75608546,1.2331561,0.6967877,-0.10084513,1.2657048,0.3924243,0.5259093,-0.3021414,0.3509041,0.15572977,-0.090985455,-0.4385805,0.32854658,923.91943,895.7143,852.6007,980.7326,992.8205,-0.09173583984375,0.11212158203125,0.98193359375,0.590667724609375,3.21502685546875,3.072967529296875,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:56.105,0.7352969,1.5747968,0.032572318,0.74323,0.6696599,0.70109016,-0.08121737,0.7865586,1.2553341,0.7599216,-0.1673878,1.2380364,0.21141534,0.43066734,-0.37246725,0.39507663,0.029870598,-0.032843325,-0.3863026,0.08387224,801.4286,857.4359,840.5128,731.31866,632.6007,-0.09588623046875,0.11041259765625,0.98553466796875,0.01495361328125,2.519683837890625,2.99072265625,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:56.619,0.5267519,1.7235634,0.14430164,0.59550697,0.5707841,0.8304512,-0.09833798,0.6867292,1.2822883,0.7434913,-0.02866894,1.2474685,0.054613695,0.45328933,-0.3571197,0.35024923,-0.114139125,0.038497433,-0.4294825,-0.07907588,909.41394,853.4066,855.42126,923.91943,863.8828,-0.08544921875,0.108642578125,0.98004150390625,0.43365478515625,2.85614013671875,1.83929443359375,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:57.123,0.34315982,1.9637862,0.10774454,0.5877729,0.3716719,0.95900404,-0.29330227,0.54607683,1.2712564,0.54061466,0.019790215,1.2242655,0.14754227,0.47023445,-0.3483481,0.3209134,-0.09225556,0.115976915,-0.49384105,-0.06300376,827.619,844.1392,847.76556,801.02563,926.337,-0.09271240234375,0.10723876953125,0.98345947265625,0.351409912109375,2.818756103515625,2.85614013671875,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:57.625,0.31251565,1.6091506,0.08521358,0.51973563,0.32295874,0.8829252,-0.28157836,0.4046755,1.2363634,0.2751484,-0.03618319,1.155194,0.17592968,0.6831549,-0.36369875,0.24383554,-0.042018145,-0.08362134,-0.6193268,-0.06377131,936.8132,880.0,850.18317,1016.5934,1158.022,-0.09002685546875,0.1129150390625,0.98345947265625,0.605621337890625,2.9010009765625,3.207550048828125,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:58.128,0.16934001,1.579818,-0.10532323,0.3310385,0.24769662,1.1108397,-0.37019062,0.26473957,1.0577428,0.7055724,-0.04870383,1.090538,0.24520934,0.7511415,-0.44057184,0.1500378,-0.0019359681,-0.2008163,-0.6792672,0.013023329,923.1135,858.6447,846.9597,976.30035,975.4945,-0.08966064453125,0.11517333984375,0.98175048828125,0.25421142578125,2.7813720703125,2.504730224609375,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:58.633,-0.2134604,1.559282,-0.5225801,-0.16368654,0.23445635,1.147827,-0.5266129,0.091895334,1.0461644,0.7740473,-0.16462283,1.1921964,0.4148026,0.7374644,-0.46685892,0.32468173,-0.13294363,-0.20660038,-0.59428716,0.023019394,857.8388,867.50916,849.7802,799.011,634.61536,-0.09307861328125,0.1063232421875,0.9818115234375,0.097198486328125,2.930908203125,2.64678955078125,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:59.135,0.762,1.4920397,-0.1779488,0.57260287,0.64937,1.1297789,-0.59499884,0.43922308,1.2044123,0.7945235,-0.20184481,1.2504601,0.5205239,0.6830352,-0.4694744,0.43489778,-0.2230965,-0.22544652,-0.5441989,0.04252814,914.2491,870.32965,853.8095,953.73627,1121.7583,-0.091552734375,0.11102294921875,0.98040771484375,0.4486083984375,2.818756103515625,2.9608154296875,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:52:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:59.638,0.9952139,1.4441868,0.08496275,0.95406586,0.7563974,0.94728357,-0.45797664,0.5972809,1.2255383,0.84238166,-0.0058097,1.286071,0.5907104,0.57069176,-0.41131938,0.5247565,-0.116885066,-0.13753892,-0.4484904,0.04715182,846.55676,900.54944,851.79486,805.8608,903.7729,-0.0887451171875,0.11126708984375,0.98443603515625,0.3289794921875,2.13836669921875,2.6019287109375,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:53:00.152,1.1311995,1.5548606,0.22085893,0.98419863,0.7688371,0.82181555,-0.45279014,0.63102794,1.2822828,0.8215418,-0.0028416584,1.2465277,0.50319725,0.44286063,-0.38032237,0.35970655,-0.06674381,-0.15431608,-0.31823736,0.21294005,843.3333,820.7692,846.9597,828.8278,737.3626,-0.086181640625,0.11260986328125,0.97686767578125,-0.276641845703125,3.222503662109375,2.056121826171875,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:00.656,1.046861,1.6298522,0.19412239,0.80136395,0.620937,0.8500831,-0.32766113,0.48956928,1.2446644,0.7966588,0.021980228,1.1889838,0.43228891,0.43113947,-0.37927786,0.25593588,-0.05675307,-0.1719964,-0.33522362,0.18484332,774.83514,799.41394,842.9304,663.22345,540.32965,-0.0916748046875,0.1129150390625,0.981689453125,0.2691650390625,2.893524169921875,2.51220703125,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:53:01.164,0.8980405,1.8282171,0.1349871,0.34526098,0.4946018,1.012522,-0.39232162,0.28131774,1.1371293,0.77894497,-0.08007478,1.1514351,0.43892488,0.31357285,-0.44778612,0.25790235,-0.23171058,-0.32979515,-0.4284043,0.17425844,796.1905,871.13556,846.55676,711.978,746.2271,-0.09234619140625,0.10980224609375,0.98455810546875,0.186920166015625,2.6617431640625,2.594451904296875,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:53:01.668,0.73707235,1.8282171,0.12141073,0.31108052,0.52903295,1.012522,-0.32542107,0.28087953,1.2867355,0.77894497,-0.02661051,1.1382296,0.50043577,0.31357285,-0.50691,0.31667674,-0.2753521,-0.32979515,-0.64795566,0.030602586,880.80585,860.2564,851.79486,917.8755,874.7619,-0.0848388671875,0.11236572265625,0.98321533203125,0.28411865234375,2.370147705078125,2.01873779296875,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:53:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:02.181,0.8511787,1.8282171,0.118420996,0.8608914,0.48035386,1.012522,-0.48632398,0.1855046,1.3029357,0.77894497,0.07945315,1.1213336,0.60050625,0.31357285,-0.48565695,0.46235448,-0.26345727,-0.32979515,-0.7259366,-0.07299655,818.7546,938.8278,839.707,736.1539,600.3663,-0.09002685546875,0.11224365234375,0.9801025390625,0.35888671875,2.863616943359375,1.981353759765625,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:53:02.700,1.2478279,1.8282171,0.032170065,1.2805808,0.51438564,1.012522,-0.5569613,0.21239667,1.299843,0.77894497,0.07324536,1.120392,0.59045595,0.31357285,-0.40979123,0.45046866,-0.07217373,-0.32979515,-0.6874776,-0.054075018,778.0586,859.85345,847.3626,656.3736,621.31866,-0.08636474609375,0.10833740234375,0.98297119140625,0.276641845703125,2.67669677734375,2.130889892578125,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:53:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:03.208,1.3064514,1.8282171,-0.07397391,1.2821362,0.35250172,1.012522,-0.77693486,0.16948023,1.1807086,0.77894497,0.0037848826,1.0762051,0.53329283,0.31357285,-0.39660877,0.3978159,0.058974285,-0.32979515,-0.6141375,-0.01359556,805.8608,879.59705,851.39197,770.80585,897.326,-0.08892822265625,0.1087646484375,0.98834228515625,0.9271240234375,2.25799560546875,2.392578125,1,1.0,1.0,1.0,1.0,83.33"
2017-10-16,"16:53:03.723,1.2522138,1.8282171,-0.23080176,1.119227,0.2335172,1.012522,-0.6594072,0.13576989,1.1748432,0.77894497,6.7374355E-4,0.9196339,0.41210428,0.31357285,-0.45574963,0.22609411,0.05502988,-0.32979515,-0.66304564,-0.019820709,909.41394,863.8828,842.1245,960.58606,1147.5458,-0.08721923828125,0.11358642578125,0.98004150390625,0.28411865234375,2.714080810546875,2.295379638671875,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:04.244,0.9826181,1.8282171,-0.061338346,0.6066978,0.18017638,1.012522,-0.44789776,0.21488737,1.1844347,0.77894497,-0.059619647,0.9754295,0.30542135,0.31357285,-0.47551197,0.18239005,-0.082911,-0.32979515,-0.65579295,0.0016483355,925.5311,875.9707,851.39197,1006.9231,1067.3627,-0.082763671875,0.11468505859375,0.9810791015625,0.52337646484375,3.18511962890625,2.549591064453125,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:04.765,0.86527085,1.8282171,0.008463523,0.593841,0.29277825,1.012522,-0.32538658,0.22063391,1.2260069,0.77894497,-0.093867704,1.0020295,0.21203552,0.31357285,-0.4281348,0.18881425,-0.24021831,-0.32979515,-0.7125112,0.0075953035,923.5165,915.4579,850.18317,978.315,1146.337,-0.0892333984375,0.1075439453125,0.98388671875,0.07476806640625,2.0635986328125,2.51220703125,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:05.287,0.8195615,1.8282171,0.18287458,0.6865295,0.32393092,1.012522,-0.32145718,0.27892736,1.2379832,0.77894497,-0.10596753,0.9964878,0.16290753,0.31357285,-0.3656645,0.23764826,-0.20331946,-0.32979515,-0.61882967,0.10640263,751.06226,876.77655,859.45056,673.69965,554.83514,-0.0938720703125,0.11053466796875,0.99114990234375,1.136474609375,2.99072265625,2.654266357421875,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:05.795,0.6670448,1.8282171,1.0519364,1.3468726,0.2854082,1.012522,0.16567904,0.44500485,1.217274,0.77894497,-0.051635373,0.9664717,0.16460304,0.31357285,-0.28093606,0.18679655,-0.1389126,-0.32979515,-0.6586426,0.11190459,776.04395,863.0769,847.3626,685.38464,648.315,-0.09295654296875,0.11181640625,0.9810791015625,0.5084228515625,2.594451904296875,2.1234130859375,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:06.318,0.8919233,1.8282171,1.1191795,1.4295728,0.25211364,1.012522,0.17838053,0.46458167,1.0290006,0.77894497,0.06233316,0.84213066,0.055083904,0.31357285,-0.2780225,0.20005338,-0.07008349,-0.32979515,-0.6672544,0.094236344,778.86444,856.63007,842.1245,699.4872,543.95605,-0.08599853515625,0.1109619140625,0.9791259765625,0.366363525390625,2.64678955078125,2.355194091796875,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:06.821,0.4493002,1.8282171,1.1027701,1.4121,-0.08977015,1.012522,0.16262645,0.4181295,1.0319637,0.77894497,0.06133234,1.0087581,0.111448005,0.31357285,-0.3003493,0.16563182,-0.122297384,-0.32979515,-0.7761064,0.0266739,921.50183,910.6227,841.31866,986.3736,1152.381,-0.08404541015625,0.11279296875,0.9805908203125,0.5682373046875,2.10845947265625,2.28790283203125,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:07.322,0.28466654,1.428412,0.42619336,0.76298356,-0.17969637,0.9714456,-0.30396757,0.11597942,1.0768359,0.5958515,-0.07043075,1.0115167,0.15432283,0.4528226,-0.42497718,0.21372946,-0.14348114,-0.21183378,-0.7620014,-0.028434856,923.1135,882.8205,846.1539,993.6264,1068.1685,-0.08868408203125,0.11444091796875,0.98223876953125,0.306549072265625,2.25799560546875,2.332763671875,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:07.824,-0.058558024,1.3004847,-0.25428212,0.041820236,-0.11787444,1.0713099,-0.31911907,0.017914033,1.1536038,0.71726966,-0.23731433,1.0669712,0.11062273,0.41904888,-0.48064804,0.18706718,-0.20172182,-0.21802095,-0.6707038,0.025039146,853.4066,906.5934,846.9597,846.55676,756.30035,-0.08148193359375,0.1102294921875,0.98394775390625,0.40374755859375,2.400054931640625,2.19818115234375,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:08.333,-0.1927861,1.3171504,-0.24953513,-0.016608544,0.06574469,1.1291567,-0.28893933,0.031673152,1.2936513,0.77386045,-0.26698008,1.051926,0.11600969,0.41941196,-0.49053708,0.21866925,-0.24080268,-0.21023412,-0.5946077,0.054998405,796.5934,848.5714,850.18317,709.15753,543.95605,-0.08831787109375,0.11285400390625,0.9913330078125,0.964508056640625,2.100982666015625,2.6019287109375,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:08.842,-0.14112931,1.1104412,-0.3261805,-0.088900186,0.19592762,1.1213874,-0.45565167,0.07208363,1.3209182,0.7653968,-0.088146225,1.2802911,0.2050627,0.35247502,-0.4282378,0.21357942,-0.27693856,-0.17815772,-0.6450095,0.010424543,790.9524,848.1685,848.97437,691.02563,654.35895,-0.08587646484375,0.1134033203125,0.98089599609375,0.411224365234375,2.729034423828125,2.310333251953125,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:09.354,-0.059895627,1.1460288,-0.3644188,-0.070154876,0.24788995,1.0813758,-0.5270469,0.20982176,1.2922871,0.7265722,-0.022479631,1.3110914,0.30073035,0.34597424,-0.35311514,0.18504459,-0.1909774,-0.1421909,-0.7038108,-0.03070656,905.38464,940.4396,841.31866,972.674,1021.02563,-0.0833740234375,0.1124267578125,0.9796142578125,0.07476806640625,2.609405517578125,2.071075439453125,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:09.866,-0.03909964,1.1460288,-0.37249485,-0.092274345,0.17817175,1.0813758,-0.47122133,0.1725805,1.3046436,0.7265722,0.034117255,1.3085555,0.39852896,0.34597424,-0.30995134,0.19262941,-0.17735554,-0.1421909,-0.7610143,-0.074992664,849.3773,886.4469,832.8571,820.3663,736.55676,-0.08544921875,0.11016845703125,0.97711181640625,0.201873779296875,2.699127197265625,2.27294921875,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:10.381,0.4840447,1.9131391,0.019887872,0.07187872,0.26630998,0.65156084,-0.3025597,0.3221335,1.2579721,0.6443969,0.01721482,1.3079076,0.56658477,0.38291898,-0.33329812,0.36892632,-0.06471309,0.011871676,-0.71993226,-0.039241925,773.6264,847.3626,846.1539,688.60803,550.0,-0.08404541015625,0.11279296875,0.9825439453125,0.7476806640625,3.087921142578125,3.147735595703125,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:10.922,1.1644592,1.8264471,0.20320992,0.061599355,0.33236796,0.81119746,-0.32079205,0.37722746,1.2027222,0.6452324,-0.050888654,1.1704125,0.6381153,0.39337957,-0.4414294,0.42661932,0.024256272,-2.2419317E-4,-0.55404013,0.0017683094,860.65936,842.52747,851.39197,855.42126,766.3736,-0.082275390625,0.11236572265625,0.98553466796875,0.082244873046875,2.572021484375,2.205657958984375,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:11.434,1.1714382,1.645225,0.24557793,0.03540824,0.31192484,0.77168715,-0.28798565,0.3607769,1.1440305,0.6578033,-0.08204866,1.1284474,0.6659322,0.38920844,-0.4411157,0.42055342,0.027074043,0.11890578,-0.50690794,0.04540844,794.57874,834.87177,848.1685,697.8755,566.52014,-0.08544921875,0.109375,0.98333740234375,0.19439697265625,2.85614013671875,2.400054931640625,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:11.946,1.0280923,1.6712149,0.08438274,-0.28159153,0.32392856,0.92903864,-0.3439356,0.27895555,1.131173,0.94750196,-0.12799302,0.95044017,0.54026115,0.43205556,-0.39765465,0.2642541,0.045427874,0.15115117,-0.5000619,-0.002616113,793.7729,790.54944,853.4066,693.0403,653.1502,-0.083984375,0.11175537109375,0.9827880859375,0.456085205078125,3.028106689453125,2.743988037109375,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:12.454,0.14831156,1.6789186,-0.03873066,-0.012434774,0.45810273,0.8556751,-0.34798196,0.5177027,1.131173,0.97738314,-0.13399643,0.9487136,0.4965816,0.43347982,-0.40235928,0.24658874,0.017777883,0.13259606,-0.6455019,-0.034856115,923.1135,862.27106,844.94507,976.7033,1003.2967,-0.08270263671875,0.11083984375,0.97967529296875,0.1495361328125,2.5421142578125,2.086029052734375,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:12.964,0.28821892,1.6594118,0.011294031,0.241541,0.46273935,0.88482344,-0.20771308,0.5330105,1.150751,0.9668451,-0.10388712,0.97899866,0.4142725,0.4564511,-0.43040037,0.29785743,0.10381354,0.0043150675,-0.7161816,0.019528583,930.7692,933.9927,851.39197,999.67035,1139.4872,-0.08160400390625,0.11309814453125,0.98138427734375,0.299072265625,2.385101318359375,2.130889892578125,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:13.471,0.7138805,1.6037174,-0.11200807,0.8032152,0.4315885,0.62255514,-0.20439878,0.61548984,1.0670986,0.8762506,-0.18316287,1.0861195,0.48075595,0.45847487,-0.49006045,0.3610406,0.022078352,-0.13671803,-0.6980851,0.06137231,933.1868,879.59705,839.707,989.19415,998.86444,-0.07965087890625,0.11236572265625,0.98126220703125,0.291595458984375,2.998199462890625,2.355194091796875,1,1.0,1.0,1.0,1.0,83.31"
2017-10-16,"16:53:13.978,0.69486356,1.3224325,0.12055238,0.7920842,0.23004457,0.64859,-0.112452514,0.5000587,1.0623237,0.6305259,-0.1422404,1.0709941,0.4825697,0.4589587,-0.46410897,0.39492303,-0.02852641,-0.14110823,-0.6626627,0.16711654,795.38464,820.3663,846.55676,726.8865,736.55676,-0.09112548828125,0.10992431640625,0.9866943359375,1.1065673828125,2.370147705078125,3.21502685546875,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:14.491,0.7150881,1.1696488,0.21009429,0.84123063,0.5017842,0.6652127,-0.11259373,0.71493846,1.0402671,0.19349732,-0.041660715,1.0666428,0.48561704,0.3436176,-0.4156876,0.39127094,-0.06967544,-0.09360988,-0.695842,0.16761823,874.7619,838.49817,852.6007,890.87915,1035.9341,-0.08740234375,0.1138916015625,0.980224609375,0.22430419921875,3.237457275390625,2.489776611328125,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:14.994,0.44859672,1.2793874,0.38049683,0.4983652,0.43375748,0.67286307,-0.09157325,0.5981223,1.1282634,0.25606418,-0.009957296,1.0401669,0.47875383,0.3923414,-0.38429368,0.35351402,-0.031804256,-0.112472676,-0.704001,0.16633424,941.6484,871.53845,846.1539,1005.31134,1130.2197,-0.08258056640625,0.11163330078125,0.9761962890625,0.082244873046875,2.49725341796875,2.0635986328125,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:15.502,0.50088733,1.2209781,0.26536682,0.47776413,0.4158812,0.696102,-0.16340247,0.5363241,1.1139736,0.18455482,0.010344323,0.9847946,0.46666783,0.4213365,-0.42682418,0.35310015,0.041845262,-0.15324321,-0.7615495,0.064338624,892.0879,861.06226,849.7802,930.7692,902.1612,-0.083984375,0.11260986328125,0.9776611328125,-0.112152099609375,2.908477783203125,2.041168212890625,1,1.0,1.0,1.0,1.0,83.30"
2017-10-16,"16:53:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:53:16.014,0.34803897,1.3476342,0.097034566,0.22380161,0.028214939,0.64798653,-0.33541843,0.12877649,1.1132026,0.47561035,-0.0245859,0.9770614,0.43771917,0.4123297,-0.5092681,0.28146648,0.06465981,-0.20474967,-0.72111094,-0.054749988,822.381,836.08057,845.7509,770.80585,837.6923,-0.08282470703125,0.10894775390625,0.98345947265625,0.31402587890625,3.207550048828125,2.893524169921875,1,1.0,1.0,1.0,1.0,83.30"
