Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26
26:18.1,0.23040026,0.42717165,0.2789536,0.12160288,-0.28924483,0.065122835,-0.13959508,-0.53695846,1.0834401,0.25909552,0.20809147,1.0270408,0.464135,0.008576675,0.06394463,0.32004738,0.117616534,-0.24370973,-0.15787768,-0.011351113,838.49817,852.6007,831.6484,846.1539,942.4542
26:18.6,0.56863755,0.6283529,0.41692516,0.6422995,-0.20602232,0.09646389,-0.006330773,-0.3966332,1.0777432,0.2591685,0.2272754,0.9747713,0.33476287,-0.09612283,-0.019094765,0.2941365,0.16668996,-0.21530819,-0.19158486,-0.06172943,866.30035,862.27106,832.0513,853.4066,894.90845
26:19.1,1.2373983,1.1447712,0.7207613,1.4254799,0.036045935,0.2150613,0.08015288,-0.12002498,1.3604935,0.5222494,0.4405342,1.0659399,0.4142869,0.07973662,-0.05598774,0.27842525,0.23957904,-0.21653056,-0.2211325,0.085350044,840.5128,844.1392,846.9597,841.31866,748.6447
26:19.7,1.2804929,1.2350156,0.9096698,1.4541324,0.12144928,0.29368988,0.22123621,0.16349751,1.4042048,0.654831,0.5886143,1.2926756,0.4611971,0.1384603,0.039244633,0.34375414,0.29397804,-0.18908088,-0.2134414,0.15053608,827.619,850.58606,848.5714,830.4396,780.07324
26:20.2,1.2382601,1.1934123,0.92077327,1.3977369,0.14747733,0.20705591,0.15241565,0.20204535,1.4058372,0.6875529,0.5853984,1.2953917,0.5102826,0.12116317,0.033707738,0.41054782,0.22504622,-0.26609892,-0.186575,0.16609251,855.42126,845.34796,850.989,856.2271,944.87177
26:20.7,0.50499195,0.79566544,0.75631034,0.42415252,0.15174726,0.07626123,0.10412245,0.17693093,1.3946512,0.74213946,0.5969176,1.2953917,0.44721922,0.03461239,-0.02985636,0.45002496,0.17332093,-0.27810568,-0.08923154,0.1453815,863.0769,856.2271,842.9304,860.2564,905.78754
26:21.2,0.22621965,0.6307235,0.56876606,-0.012940722,0.22084944,-0.06203341,-0.007767024,-0.043518756,1.1763276,0.42388952,0.2660056,0.9515098,0.3618054,0.021698562,-0.050199043,0.45265472,0.22001773,-0.34522033,-0.056549814,0.15032543,836.08057,844.94507,848.5714,839.304,765.9707
26:21.7,0.15561971,0.6774733,0.5595638,-0.010271944,0.2798139,0.005666088,-0.037439298,-0.030121831,1.1752937,0.4259376,0.25838968,0.83156973,0.33881304,0.013709217,-0.045079157,0.4921841,0.2564179,-0.32154077,-0.06727975,0.17845483,847.3626,849.7802,844.1392,836.08057,753.0769
26:22.2,0.32538503,0.6650147,0.623529,-0.06575173,0.2195047,-0.028155297,-0.062210254,-0.052863713,1.0051404,0.29893452,0.34105125,0.86366063,0.36503235,0.028508529,0.08035328,0.50460297,0.23359828,-0.2442223,-0.09997743,0.18930402,850.18317,842.52747,858.24176,856.2271,872.74725
26:22.7,0.33982304,0.5148826,0.6722639,0.029194228,0.16657905,-0.035261534,-0.050424173,-0.04197117,1.0760342,0.35712174,0.5080927,0.9893903,0.43843886,0.011783672,0.14028098,0.5337887,0.1626193,-0.20301,-0.039594937,0.20419733,840.5128,850.58606,846.1539,821.5751,739.3773
26:23.2,0.36498144,0.47686794,0.84850335,0.10508218,0.16122383,0.12299905,0.045736007,0.09765488,1.0616355,0.36723387,0.50509936,0.9390925,0.47630376,0.07361237,0.19757655,0.49615803,0.13432674,-0.16646568,0.10342081,0.2967557,866.7033,859.0476,851.79486,867.50916,834.87177
26:23.7,0.40133628,0.50901806,0.8441073,0.23308495,0.17174745,0.27126968,0.14398977,0.20372638,1.0616355,0.36723387,0.52296007,0.93664867,0.45697188,0.03780407,0.19226831,0.45703375,0.11974541,-0.08495444,0.17861329,0.329893,859.85345,858.6447,850.58606,856.2271,996.8498
26:24.2,0.33852786,0.60185534,0.7822551,0.2482151,0.15130156,0.34819707,0.24020177,0.20325218,0.80206203,0.33877832,0.47427306,0.9522753,0.4053888,0.041277766,0.08677034,0.36430848,0.05693694,-0.09555606,0.13767894,0.28147617,858.24176,850.58606,845.7509,858.24176,882.4176
26:24.7,0.45504773,0.6104121,0.51949394,0.51040256,0.041469898,0.23364784,0.24175456,0.04456956,0.62315,0.1176023,0.18029724,0.88689584,0.2950956,0.045194108,0.04609267,0.34135953,0.069492415,-0.06712478,0.1132296,0.23898819,854.21246,825.2015,847.3626,861.06226,721.2454
26:25.3,1.5463808,0.99265164,0.46360895,1.6335001,0.23873463,0.29895097,0.21637759,0.28433415,0.84413135,0.2852671,0.27094358,0.87114173,0.39426345,0.12811019,0.09360076,0.4330777,0.33644295,-0.029020086,0.22570251,0.4527794,834.0659,840.5128,855.0183,840.5128,827.2161
26:25.8,1.6642559,1.0495462,0.54084325,1.7234018,0.29935947,0.3032314,0.12915334,0.37402037,0.84086156,0.27154177,0.32700428,0.86185414,0.43722543,0.11403743,0.10089076,0.38767752,0.37241074,-0.032632258,0.24047922,0.48048884,845.34796,844.1392,844.94507,865.89746,965.82416
26:26.3,1.6573223,1.0209336,0.55851763,1.7100332,0.35063297,0.36070487,0.17883053,0.4464611,0.98224115,0.40976757,0.37870657,0.9987673,0.5201936,0.12612534,0.07291429,0.41628575,0.37126946,-0.093602166,0.16878946,0.4001078,841.31866,844.5421,849.7802,830.0366,743.00366
26:26.8,1.1103156,0.607717,0.63979566,1.051467,0.31385037,0.21775681,0.1292209,0.27300674,1.1449351,0.5104402,0.48800293,1.0857271,0.53465486,-0.016897995,-0.09873004,0.41854793,0.16994995,-0.2959051,-0.14966717,-0.037440192,842.9304,837.6923,855.82416,837.6923,733.73627
26:27.3,0.33193663,0.28413033,0.5718766,0.14821482,0.2719547,0.15305744,0.11839519,0.14790502,1.2970512,0.47556496,0.47291824,1.3967266,0.6005032,-0.04762606,-0.08553833,0.47479954,0.1801814,-0.42128304,-0.27983412,-0.22162966,827.2161,844.5421,850.989,834.4689,834.0659
26:27.9,0.37485677,0.32347566,0.59514105,0.21895279,0.19990423,0.09698967,0.08324478,0.013961003,1.3094175,0.5495095,0.46190375,1.4070661,0.5666987,-0.14265797,-0.15366167,0.43124983,0.2736616,-0.47414953,-0.28600731,-0.17950867,842.9304,844.5421,849.3773,834.87177,770.80585
26:28.4,0.43854794,0.62012017,0.70189106,0.3266621,0.34009174,0.17117247,0.25521705,0.1127184,1.2603983,0.47422376,0.31518063,1.3483319,0.5051371,-0.15673411,-0.16472407,0.32996416,0.2895042,-0.52109355,-0.3138313,-0.026346384,862.27106,848.5714,848.5714,873.95605,884.83514
26:28.9,0.4306576,0.6924016,0.6889617,0.21475406,0.35497138,0.21654886,0.17953882,0.071478434,1.061157,0.5091509,0.4265986,1.1919783,0.3367461,-0.120444864,-0.14203651,0.269034,0.251216,-0.36507842,-0.28094965,0.06521638,832.0513,838.0952,844.5421,830.84247,746.2271
26:29.4,0.320401,0.6587659,0.61431366,0.053550985,0.26619148,0.18018948,0.028084947,-0.014630714,0.9605256,0.43429935,0.47315493,1.1234967,0.33579293,-0.1365548,-0.085573345,0.24132572,0.10266325,-0.27425522,-0.290521,-0.013697894,843.3333,845.7509,852.6007,848.1685,787.72894
26:29.9,0.13169208,0.39290744,0.37370792,0.000354,-0.018837739,0.015568667,-0.3554099,-0.19251557,0.98475397,0.1956871,0.3802624,1.1857146,0.43289575,-0.054229733,-0.0855422,0.2903539,0.15993486,-0.20814592,-0.16223687,-0.04152419,851.79486,841.7216,840.5128,853.4066,979.12085
26:30.4,0.09444451,0.30492648,0.40542212,0.23016346,-0.07952231,-0.14358443,-0.32833397,-0.08914357,1.0333111,0.119791664,0.3582388,1.1997902,0.51304084,-0.059920304,-0.11474606,0.39206454,0.12457866,-0.25029275,-0.1991596,-0.13031803,856.2271,853.00366,847.76556,851.79486,924.3223
26:30.9,0.07476295,0.20071268,0.40781727,0.3128995,0.01955521,-0.07630879,-0.19506046,-0.030467333,1.0733749,0.07590741,0.077313334,1.0789318,0.5227196,-0.07571658,-0.11408803,0.44290274,0.10731316,-0.34090292,-0.19557634,-0.112417586,865.4945,844.1392,842.52747,852.6007,762.3443
26:31.4,0.26603502,0.27920982,0.47084633,0.48092505,0.36071235,0.01457252,-0.13787274,0.28252298,1.155069,0.15193693,0.08455696,1.0651207,0.50086373,-0.1005806,-0.13034905,0.41866803,0.1286876,-0.37113306,-0.18644753,-0.075253904,845.7509,852.1978,844.94507,862.27106,960.18317
26:32.0,0.47972685,0.22771975,0.36692902,0.5379612,0.58594674,-0.08092928,-0.20096959,0.5083213,1.2675813,0.20401752,0.14691973,1.0186561,0.45500368,-0.14226218,-0.22402671,0.24809928,0.14895308,-0.31875855,-0.076038,-0.016738297,853.00366,853.4066,836.8865,843.73627,845.34796
26:32.5,0.46684313,0.462151,0.49284363,0.5111534,0.5677474,-0.05774941,-0.20969182,0.49136028,1.2673739,0.28430346,0.21649861,1.0658119,0.39517465,-0.056506563,-0.24049735,0.17733064,0.17471185,-0.24475248,-0.04547286,-0.039825473,841.7216,855.82416,842.1245,832.4542,744.61536
26:33.0,0.43083686,0.52943695,0.46904194,0.4460892,0.34949386,0.08333225,-0.22161539,0.27381614,1.2390261,0.3208488,0.19172798,0.96021235,0.3010444,-0.091947675,-0.16058928,0.09391918,0.12017693,-0.17408502,-0.058123536,-0.06597325,855.82416,848.97437,844.5421,848.5714,848.1685
26:33.5,0.51023227,0.7232224,0.58736634,0.6465896,0.41945335,0.30842122,-0.001229138,0.39079216,1.2419358,0.3853864,0.26558545,1.2706629,0.23912297,0.003681384,-0.032886703,0.28311563,0.14994262,-0.149629,-0.031093027,-0.055754025,837.28937,846.9597,846.9597,851.79486,964.21246
26:34.0,0.525243,0.64979404,0.5212658,0.63238925,0.45215455,0.25486702,0.10581435,0.3898877,1.2419358,0.3698254,0.30074877,1.2717586,0.2136325,-0.047051188,-0.025310617,0.3391464,0.098082036,-0.120234534,0.008552448,-0.047456097,859.0476,848.97437,843.3333,858.6447,857.03296
26:34.5,0.44056424,0.64716434,0.63199526,0.5695829,0.38282958,0.14721912,0.23882554,0.30640247,1.2498504,0.4532709,0.3538287,1.2717586,0.26937917,-0.087330274,-0.037582565,0.3903921,0.04722335,-0.20004365,-0.017133256,-0.08086959,859.0476,861.8681,832.0513,832.4542,711.5751
26:35.0,0.56129265,0.51338685,0.60371894,0.4833527,0.01130937,-0.01592865,0.15897067,-0.08407115,1.1135298,0.4423897,0.27996007,1.0006946,0.28948367,-0.062713906,-0.09928086,0.305956,-0.026170937,-0.2090024,-0.14342144,-0.068799,822.7839,843.73627,841.31866,826.4103,851.79486
26:35.5,0.80072504,0.738824,0.6640689,0.8129913,0.048515055,0.10737869,0.0745073,0.009077827,1.2696013,0.4423897,0.20561224,1.0911189,0.39490905,0.08553077,-0.07355197,0.28752336,-0.006988709,-0.20773794,-0.17266972,-0.07501763,855.42126,813.5165,864.2857,858.24176,788.5348
26:36.0,1.3771341,1.4709408,1.1991234,1.5492092,0.3451264,0.21854061,0.07112742,0.27147996,1.2647738,0.42224494,0.1569923,1.18569,0.4357348,0.1428302,-0.05780844,0.2994547,0.052842394,-0.17136022,-0.21271999,-0.031601023,844.1392,853.4066,848.97437,831.2454,743.00366
26:36.5,1.3974075,1.6182821,1.4095906,1.5804036,0.4796493,0.44326895,0.4753572,0.23763014,1.2879465,0.5255573,0.42406306,1.1923083,0.5141234,0.10521868,-0.033402555,0.37831363,0.020565838,-0.15873808,-0.22505794,-0.07981238,847.3626,848.97437,854.61536,850.58606,938.8278
26:37.1,1.3618174,1.6170437,1.4311861,1.5485091,0.49944466,0.4206589,0.5369727,0.31700185,1.2984651,0.5306342,0.5041459,1.309711,0.5848155,0.011285393,-0.022770774,0.50162774,0.02553655,-0.12641977,-0.27202275,-0.04278385,844.5421,856.2271,849.3773,837.28937,865.89746
26:37.6,0.93609923,1.2419293,1.1686265,0.9316255,0.49160996,0.36520544,0.54411787,0.28983,1.2861425,0.5213892,0.55907965,1.2252225,0.5927248,0.019239662,0.054313075,0.56486356,0.12228108,-0.079150945,-0.22514337,0.06832822,861.06226,861.06226,835.2747,848.1685,783.69965
26:38.1,0.77957994,0.67755735,0.6649347,0.65787786,0.38929144,0.032529,0.28131175,0.31196657,1.2531916,0.32800826,0.4421963,1.2276558,0.52866304,0.06191094,0.12505624,0.6148323,0.1810667,-0.08019976,-0.1311844,0.17646866,840.9158,834.87177,861.8681,841.31866,748.24176
26:38.6,0.7467659,0.59358245,0.53432316,0.60144013,0.36266172,0.16007262,0.21170175,0.1980702,1.2405968,0.39593688,0.4601431,1.0684854,0.5659355,0.08041323,0.11712296,0.6672431,0.27384123,-0.12114236,-0.100235626,0.22980437,861.4652,871.9414,836.4835,867.1062,929.15753
26:39.1,0.35376257,0.73258775,0.7198238,0.18331465,0.12871602,0.2045859,0.13215443,-0.017601712,1.1425163,0.399755,0.2441093,0.8637094,0.5609925,0.086586475,0.024498379,0.655716,0.24347399,-0.15662079,-0.12058072,0.17440559,853.8095,839.304,853.8095,862.674,929.15753
26:39.6,0.30942208,0.8422337,0.7848149,0.10389251,0.17710423,0.32546467,0.14453074,-0.030000031,0.94123757,0.49728295,0.3284437,0.7878516,0.53967303,0.06328005,-0.09897754,0.6052428,0.24658668,-0.14014144,-0.10160333,0.15064551,840.10986,857.8388,838.9011,825.6044,764.7619
26:40.2,0.355415,0.8925454,0.8174619,0.12385551,0.30214006,0.35039273,0.21264431,0.13296188,1.0477673,0.39627343,0.27733362,1.2873532,0.340089,0.06575248,-0.07844371,0.44338703,0.19120552,-0.07160323,-0.056455016,0.10850377,845.7509,855.82416,837.28937,848.5714,836.08057
26:40.7,0.40706435,0.85039616,0.6938435,0.13004021,0.3573112,0.3247941,0.21886308,0.14953814,1.0942407,0.35566458,0.29336214,1.2955319,0.29213977,0.05600086,-0.06714366,0.43358266,0.15219475,-0.1555253,-0.020503167,0.017505951,830.84247,840.9158,846.55676,830.4396,753.47986
26:41.2,0.36551014,0.74180084,0.6161719,0.13813879,0.30189142,0.15283832,0.14935488,0.093972065,1.1315813,0.19313121,0.28294322,1.2954642,0.33798087,-0.03857535,-0.084217556,0.36143902,0.093364224,-0.23551746,-0.002074137,-0.02928633,832.8571,863.0769,844.94507,834.87177,904.9817
26:41.7,0.23564549,0.42113835,0.28875628,0.076488346,0.4378408,-0.028227216,-0.07208861,0.44738758,1.2863115,0.006153588,0.13053198,1.5469134,0.37621891,-0.080069385,-0.13345976,0.34222847,-0.004807116,-0.38761252,-0.09430786,-0.03274522,843.3333,843.3333,846.9597,834.87177,732.1245
26:42.2,0.12970199,0.15270206,0.16974781,-0.032605626,0.501389,-0.07021058,-0.22418424,0.5363125,1.2993355,-0.015977051,0.064333506,1.5462335,0.48466998,-0.02131075,-0.121324845,0.42494738,0.018435696,-0.33276507,-0.1620972,0.015303033,853.4066,847.76556,848.1685,860.65936,793.36993
26:42.7,0.1351231,0.51407605,0.50617975,0.18708593,0.5607301,0.1769302,-0.06451884,0.6759808,1.331519,0.31453678,0.104315996,1.5457369,0.479681,0.024297087,-0.029028494,0.46681237,-0.000658,-0.28306916,-0.18746725,-0.006620714,871.9414,855.0183,848.97437,840.5128,755.4945
26:43.3,0.19632006,0.7530557,0.72638285,0.18674356,0.47807935,0.3438398,0.14290926,0.5394881,1.4739126,0.3954384,0.41434154,1.3728979,0.52722776,0.037068684,-0.007382637,0.48548818,0.049754664,-0.27650824,-0.14036314,0.001870388,819.5604,841.31866,855.42126,832.8571,937.619
26:43.8,0.30155164,0.876321,0.83958954,0.16496652,0.6327367,0.3825837,0.21974406,0.5979379,1.5635886,0.40664217,0.461781,1.4065386,0.48240614,-0.040102206,-0.005262134,0.4011568,0.16421139,-0.18714276,-0.06901608,0.04272824,839.304,845.34796,848.5714,826.8132,733.3333
26:44.3,0.41054496,0.8336281,0.8290383,-0.10780595,0.64042306,0.34903315,0.29629675,0.5092966,1.5523578,0.5058795,0.4747405,1.388572,0.44415936,-0.023275632,-0.03949904,0.3769208,0.24276762,-0.14103507,-0.047919124,0.03881839,859.45056,842.1245,858.6447,847.3626,815.5311
26:44.8,0.39941573,0.78504735,0.79507697,-0.25361654,0.59844667,0.3558207,0.22309853,0.44035757,1.5253547,0.46506563,0.4509374,1.4593284,0.44267258,0.032613195,-0.0576555,0.37589097,0.23070207,-0.17180024,0.017850894,-0.021782292,847.3626,833.2601,846.55676,859.0476,976.7033
26:45.3,0.35667777,0.8323241,0.7987085,-0.2493178,0.54105043,0.44659922,0.18186201,0.4959559,1.3661183,0.55215687,0.5734826,1.4395027,0.38646287,0.09349627,0.026646484,0.43959802,0.11910849,-0.19004823,0.008574403,-0.089311585,845.34796,848.97437,851.79486,853.8095,854.21246
26:45.8,0.24862996,0.79584527,0.672363,0.045574382,0.5095084,0.44101965,0.07911725,0.48201218,1.1669562,0.51562303,0.5032628,1.3904941,0.47886115,0.08071072,0.027411485,0.45504683,0.13058467,-0.11250199,0.016526591,-0.00871949,844.1392,840.10986,855.0183,836.8865,718.4249
26:46.4,0.40553406,0.77173173,0.56866163,0.46051976,0.46209666,0.35921595,0.093541645,0.4602731,1.1375163,0.5270627,0.51586485,1.3797855,0.37488276,0.1084757,0.126238,0.45147976,0.21125717,0.009022746,0.015868114,0.02679212,856.2271,823.9927,857.03296,866.30035,774.43225
26:46.9,1.4113262,1.3779726,0.9221715,1.4973328,0.57699203,0.5651127,0.30517676,0.66532433,1.3514957,0.57364607,0.42928204,1.3487484,0.4133468,0.09908938,0.1439538,0.3790541,0.2509779,0.0332849,0.005807401,0.08514923,866.7033,856.2271,843.73627,864.68866,959.7802
26:47.4,1.6064856,1.6082575,1.2231069,1.5964824,0.77362555,0.76183814,0.52135855,0.7638332,1.3477925,0.693619,0.49386165,1.4301627,0.3251434,0.05521812,0.15955725,0.37485242,0.20847397,-0.032037802,-0.026816852,0.07526062,857.03296,856.2271,827.619,855.42126,985.16486
26:47.9,1.6093023,1.6113691,1.2382246,1.5935074,0.7701602,0.75448877,0.52078277,0.7861089,1.3720556,0.73674786,0.5461973,1.4793315,0.37573433,0.03677289,0.09980892,0.3456567,0.1434194,-0.060437076,-0.07966716,0.06883762,843.73627,835.6777,842.9304,829.6337,729.304
26:48.4,0.98366696,1.1206586,0.9589179,0.8659919,0.44982493,0.40380532,0.3485161,0.36959025,1.2996855,0.72808236,0.5165803,1.4166223,0.5234157,0.112975374,0.005829861,0.35227686,0.04162601,-0.12887812,-0.05232258,0.006127355,832.8571,844.1392,859.45056,827.2161,720.4396
26:48.9,0.36884043,0.6082396,0.63332546,0.14842725,0.3117349,0.096498385,0.07828166,0.1837641,1.2206864,0.3789783,0.39771336,1.338978,0.5498809,0.15796353,-0.058097634,0.28955397,-0.025105294,-0.17057082,-0.1025366,-0.04962964,846.1539,846.55676,844.5421,854.21246,832.4542
26:49.4,0.6469605,0.8167643,0.67752916,0.85788786,0.6013407,0.4731652,0.27825385,0.50163025,1.2416545,0.46841434,0.40288383,1.1149311,0.52314967,0.21508706,-0.04125999,0.31115353,0.001636628,-0.12179755,-0.042030204,-0.054441992,854.21246,844.5421,849.3773,850.989,837.28937
26:49.9,0.6575623,0.94641143,0.7959321,0.9255075,0.6082159,0.56683606,0.29250458,0.5600174,1.224249,0.6318485,0.48871335,1.072072,0.38309684,0.22521242,0.013955483,0.36133593,0.025154237,-0.003020643,0.001168005,-0.08161133,852.6007,850.989,837.6923,845.7509,759.92676
26:50.5,0.80007994,0.95055497,0.8483009,1.0084412,0.7535358,0.60248876,0.50466627,0.71871614,1.2423329,0.7316273,0.7143419,1.1109097,0.45780182,0.24421076,0.056484565,0.45767668,0.057580303,0.028007796,0.060842827,-0.044485793,828.022,844.94507,838.9011,830.4396,894.10254
